Index,Source of the Prompt,Prompt (LLM input),paragraph,"which 
LLM? ","need_check
",isHallucination,search_query 
28,"מבחני לשכה, דין דיוני, אפריל 2025","שוטר מבצע חיפוש בבית מכוח צו חיפוש של בית משפט השלום, המתיר לו לתפוס ""כל חומר החשוד כסם מסוכן"". במהלך החיפוש מוצא השוטר שעון יד שהוא חושד כי הוא גנוב.
מה הדין? אנא ענה בקצרה ועגן את תשובתך בסעיפי החוק הרלוונטים","השוטר מוסמך לתפוס את שעון היד מכח סעיף 24(ב) לפקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], התשכ""ט–1969 מעניק סמכות לשוטר לתפוס חפץ גם אם לא צוין בצו, בתנאי שהוא חושד כי נעברה עבירה ושיש בחפץ כדי לשמש כראיה או שניתן לחלטו: 
סעיף 24(ב): ""מי שעורך חיפוש לפי צו חיפוש ומוצא חפץ שלא הוזכר בצו, אבל יש יסוד סביר להניח שנעברה, או שמתכוונים לעבור, עבירה בו או לגביו, רשאי לתפוס את החפץ ולהביאו לפני השופט שנתן את הצו, והשופט רשאי לצוות מה ייעשה בו, כפי שיראה לנכון."" 
לפיכך, אם לשוטר יש חשד סביר שהשעון גנוב (כלומר, שימש לעבירה, או שהוא רכוש גנוב שניתן לחלט), הוא רשאי לתפסו, גם אם הדבר לא הוזכר בצו החיפוש.",ChatGPT,1,0,"פקודת סדר הדין הפלילי (מעצר וחיפוש) התשכ""ט-1969 סעיף 24(ב) $!$ סמכות שוטר לתפוס חפץ לא מצוין בצו חיפוש $!$ תפיסת שעון יד על ידי שוטר לפי חשד לעבירה $!$ חיפוש וחקירה פלילית סמכויות שוטר בישראל"
29,"מבחני לשכה, דין דיוני, אפריל 2025","שוטר מבצע חיפוש בבית מכוח צו חיפוש של בית משפט השלום, המתיר לו לתפוס ""כל חומר החשוד כסם מסוכן"". במהלך החיפוש מוצא השוטר שעון יד שהוא חושד כי הוא גנוב.
מה הדין? אנא ענה בקצרה ועגן את תשובתך בסעיפי החוק הרלוונטים","בהתאם לדין הישראלי, חיפוש מותנה בצו שיפוטי מפורש, ועל כן מטרת החיפוש מוגדרת ואוכפת את היקפו. במקרה המתואר, צו החיפוש מתיר תפיסת ""כל חומר החשוד כסם מסוכן"" בלבד. על כן, הדין הוא כדלקמן:",Gemini,1,0,חיפוש עם צו שיפוטי בישראל $!$ הגבלת היקף צו חיפוש לפי דין ישראלי $!$ סמכויות שוטר בתפיסת חפצים לפי צו חיפוש $!$ תפיסת חומר החשוד כסם מסוכן בצו חיפוש
30,"מבחני לשכה, דין דיוני, אפריל 2025",,"תפיסת השעון אסורה: השוטר אינו רשאי לתפוס את השעון החשוד כגנוב. סעיף 10 לפקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], התשכ""ט-1969, קובע כי חיפוש ייעשה על פי צו חיפוש, והצו מגדיר את גבולותיו. במקרה זה, הצו מתיר חיפוש ותפיסה של סמים מסוכנים בלבד. שעון גנוב אינו נכלל בהיתר זה.",,1,1,"פקודת סדר הדין הפלילי (מעצר וחיפוש) התשכ""ט-1969 סעיף 10 $!$ הגבלת סמכות שוטר לפי צו חיפוש $!$ איסור תפיסת חפצים שאינם נכללים בצו חיפוש $!$ תפיסת שעון גנוב ללא צו מתאים"
31,"מבחני לשכה, דין דיוני, אפריל 2025",,"סעיף 32 לפקודת סדר הדין הפלילי (מעצר וחיפוש) [נוסח חדש], התשכ""ט-1969, קובע חריג שמאפשר לשוטר לתפוס חפץ גם אם אינו מפורט בצו, וזאת אם הוא ""נמצא אגב חיפוש חוקי, וקיימת עילה סבירה להניח כי שימש, משמש או עתיד לשמש לביצוע עבירה"". אולם, חריג זה מתייחס למקרים בהם החפץ נמצא אגב חיפוש חוקי אחר, והשוטר נתקל בו באופן אקראי והוא קשור לעבירה פלילית. במקרה זה, השוטר חיפש סמים בלבד, וסמכותו מוגבלת. תפיסת השעון אינה קשורה למטרת החיפוש המקורית (סמים), ולכן קשה לטעון שהיא נעשתה ""אגב חיפוש חוקי"" בהקשר זה.",,1,1,"פקודת סדר הדין הפלילי (מעצר וחיפוש) התשכ""ט-1969 סעיף 32 $!$ חריג לתפיסת חפצים שלא צוינו בצו חיפוש $!$ תנאים לתפיסת חפץ אגב חיפוש חוקי $!$ הגבלת סמכות שוטר בחיפוש ותפיסת חפצים שאינם קשורים למטרת החיפוש"
32,"מבחני לשכה, דין דיוני, אפריל 2025",,לסיכום: תפיסת השעון במקרה זה חורגת מסמכותו של השוטר על פי צו החיפוש הספציפי שהיה בידו.,,0,0,
33,"מבחני לשכה, דין דיוני, אפריל 2025","שוטר מבצע חיפוש בבית מכוח צו חיפוש של בית משפט השלום, המתיר לו לתפוס ""כל חומר החשוד כסם מסוכן"". במהלך החיפוש מוצא השוטר שעון יד שהוא חושד כי הוא גנוב.
מה הדין? אנא ענה בקצרה ועגן את תשובתך בסעיפי החוק הרלוונטים","השוטר אינו רשאי לתפוס את השעון.
הבסיס החוקי:
סעיף 43 לחוק סדר הדין הפלילי, תשמ""ב-1982: ""רשאי השוטר המבצע חיפוש מכוח צו... לתפוס כל דבר המפורט בצו או כל דבר שהוא רשאי לתפוס מכוח סעיף 44"".",Claude,1,1,"חוק סדר הדין הפלילי תשמ""ב-1982 סעיף 43 $!$ סמכות שוטר לתפוס חפצים לפי צו חיפוש $!$ סעיף 44 חוק סדר הדין הפלילי סמכות תפיסת חפצים ללא צו"
34,"מבחני לשכה, דין דיוני, אפריל 2025",,"סעיף 44(א)(2): מתיר תפיסה של ""דבר החשוד כמשמש או כמיועד לשמש לביצוע עבירה שבשלה ניתן הצו"".
הכלל: הצו מגביל את החיפוש לחומרים החשודים כסמים מסוכנים. השעון הגנוב אינו קשור לעבירת הסמים שבשלה ניתן הצו, ולכן אין סמכות לתפיסתו.
יוצא מן הכלל היחיד:
אם השעון היה ""בולט לעין"" (בהתאם לעיקרון Plain View), השוטר יכול לתפוס אותו - אך זה מצריך שהשעון יהיה גלוי ללא חיפוש נוסף מעבר למה שמותר בצו.",,1,1,"חוק סדר הדין הפלילי תשמ""ב-1982 סעיף 44(א)(2) $!$ הגבלת סמכות תפיסת חפצים לפי צו חיפוש $!$ עיקרון Plain View בתפיסת חפצים על ידי שוטר $!$ סמכות תפיסת שעון גנוב במסגרת חיפוש סמים"
35,"מבחני לשכה, דין מהותי, אפריל 25","בחברה יש שני סוגי מניות. בעלי המניות שמחזיקים במניות מסוג א מעוניינים לבצע שינוי בתקנון החברה שפוגע בזכויותיהם של בעלי המניות מסוג ב, האם מותר להם?","בישראל, שינוי תקנון חברה שפוגע בזכויות בעלי מניות מסוג ב' דורש אישור האספה הכללית ואספת משנה של בעלי מניות מסוג ב' (סעיף 20 לחוק החברות). ללא אישורם, השינוי אסור, אלא אם התקנון קובע אחרת. יש לבדוק את התקנון והסכמי בעלי מניות, ומומלץ להיוועץ בעורך דין.",GROK,1,0,חוק החברות 1999 סעיף 20 שינוי תקנון חברה זכויות בעלי מניות סוג ב' $!$ שינוי תקנון חברה דרישת אישור אספה כללית ואספת משנה בעלי מניות סוג ב'
36,"מבחני לשכה, דין מהותי, אפריל 25","בחברה יש שני סוגי מניות. בעלי המניות שמחזיקים במניות מסוג א מעוניינים לבצע שינוי בתקנון החברה שפוגע בזכויותיהם של בעלי המניות מסוג ב, האם מותר להם?","באופן כללי, לא, בעלי מניות מסוג א' אינם רשאים לשנות את תקנון החברה באופן שפוגע בזכויותיהם של בעלי מניות מסוג ב' ללא הסכמתם, אלא אם כן התקנון עצמו מאפשר זאת במפורש.
הסבר משפטי:
בישראל, על פי דיני החברות (חוק החברות, תשנ""ט–1999):
סעיף 20 לחוק החברות קובע כי חברה רשאית לשנות את תקנונה בהחלטה של אסיפה כללית של בעלי המניות.
סעיף 46 לחוק החברות עוסק בזכויות נלוות למניות, וקובע כי שינוי בתקנון הפוגע בזכויות של בעלי מניות מסוג מסוים – מחייב גם את הסכמת בעלי המניות מאותו סוג, לעיתים אף ברוב מיוחד.",GPT,1,1,"חוק החברות תשנ""ט-1999 סעיפים 20, 46 $!$ זכויות בעלי מניות שינוי תקנון הסכמת בעלי מניות לפי סוג מניות $!$ שינוי תקנון פוגע בזכויות בעלי מניות"
37,"מבחני לשכה, דין מהותי, אפריל 25","לקחתי הלוואה מחבר לשם רכישת רכב ורשמתי משכון לטובתו על הרכב, הכסף לא הספיק לתשלום עבור הרכב ופניתי לחברת ביטוח לשם קבלת הלוואה נוספת. חברת הביטוח היתנתה את מתן ההלוואה במישכון הרכב לשם הבטחת ההלוואה והסכמתי לכך, האם מותר לי?","לא ניתן לשעבד את הרכב לחברת הביטוח מבלי לקבל את הסכמת החבר, שהמשכון לטובתו נרשם קודם לכן.
לפי סעיף 4(א) לחוק המשכון, תשכ""ז–1967, ""אין בעל משכון זכאי להקנות משכון מדרגה שנייה באותו נכס אלא אם כן הוסכם על כך במפורש"".
המשכון הראשון מקנה זכות עדיפה, וכל משכון נוסף כפוף לו – אך יצירתו ללא הסכמה עלולה להוות הפרת התחייבות חוזית ואף להיחשב לחוסר תום לב.",GPT,1,1,"חוק המשכון תשכ""ז-1967 סעיף 4(א) $!$ זכות משכון מדרגה ראשונה וזכות משכון מדרגה שנייה $!$ תנאי למשכון נוסף ללא הסכמה $!$ חוסר תום לב ביצירת משכון נוסף ללא הסכמת המשכון הראשון"
38,"מבחני לשכה, דין מהותי, אפריל 25","לקחתי הלוואה מחבר לשם רכישת רכב ורשמתי משכון לטובתו על הרכב, הכסף לא הספיק לתשלום עבור הרכב ופניתי לחברת ביטוח לשם קבלת הלוואה נוספת. חברת הביטוח היתנתה את מתן ההלוואה במישכון הרכב לשם הבטחת ההלוואה והסכמתי לכך, האם מותר לי?","ניתן לשעבד את הרכב לחברת הביטוח מבלי לקבל את הסכמת הנושה הראשון.
לפי סעיף 6(א) לחוק המשכון, תשכ""ז–1967, ""החייב רשאי לשעבד את הנכס הממושכן במישכון נוסף בלי נטילת רשות מאת הנושה; אולם נושה נוסף לא יוכל להיפרע מן המשכון אלא לאחר שסולק החיוב שהובטח במישכון שלפניו; והכל באין קביעה אחרת בהסכם המישכון הקודם."".",GROK,1,0,"חוק המשכון תשכ""ז-1967 סעיף 6(א) $!$ שעבוד נכס ממושכן ללא הסכמת נושה ראשון"
39,"מבחני לשכה, דין מהותי, אפריל 25",,"לסיכום, מבחינה משפטית, ניתן למשכן נכס פעמיים (או יותר), אך המשכון השני יהיה כפוף למשכון הראשון. כלומר, הנושה הראשון (החבר) יקבל קדימות בתביעת החוב שלו מהרכב במקרה של חדלות פירעון או מכירת הרכב. המשכון השני (לחברת הביטוח) יהיה בדרגת נחיתות, וחברת הביטוח תוכל לממש את זכותה על הרכב רק לאחר שהחוב לנושה הראשון נפרע במלואו.",GROK,1,0,משכון נכס כפול דין קדימות בין נושים $!$ סדר מימוש משכונות במקרה של חדלות פירעון
